69	151	9
45	150	9
196	172	8
41	163	7
10	164	2
50	157	5
188	159	2
34	163	9
188	178	9
55	171	10
186	155	6
176	171	6
80	156	9
1	150	10
89	172	5
57	161	7
39	164	8
77	159	5
84	161	3
118	179	8
15	168	4
95	179	4
186	175	1
55	157	4
25	153	8
93	157	4
76	156	3
37	155	8
80	169	9
151	169	7
58	165	6
163	171	9
105	172	2
60	172	3
132	152	9
111	176	7
160	176	6
110	159	10
82	161	3
86	156	5
178	173	1
154	151	1
79	166	8
5	166	3
47	153	3
85	165	5
159	171	9
77	164	10
179	178	9
29	176	2
114	180	5
36	162	9
30	165	7
94	151	1
183	154	8
178	177	6
41	152	6
109	171	8
105	153	9
63	151	3
155	158	2
21	158	7
71	158	4
40	176	9
38	177	2
56	165	7
50	178	9
8	162	1
133	175	4
177	170	4
61	170	8
170	152	5
65	173	8
112	175	4
144	153	5
56	167	5
16	153	7
12	177	7
54	152	3
94	176	3
81	178	9
4	151	2
100	175	9
121	174	4
40	175	1
12	175	5
168	157	4
138	154	10
40	163	3
57	157	1
93	174	6
89	158	10
153	162	6
109	150	4
163	161	7
7	172	1
116	170	3
196	171	4
180	172	2
190	166	7
27	171	6
190	161	6
117	177	9
114	169	8
43	160	4
179	173	6
13	154	8
39	165	3
35	171	7
40	166	6
17	164	8
117	159	10
60	150	6
30	161	8
171	174	8
141	176	2
94	162	6
115	168	7
111	159	10
164	154	6
105	158	5
198	154	4
36	167	5
54	160	2
82	153	9
56	154	4
189	155	6
138	175	7
85	171	4
118	153	8
184	169	2
140	162	2
63	179	3
160	154	3
30	172	2
87	160	3
54	158	9
154	170	3
199	152	8
109	164	5
12	160	7
30	159	6
57	155	2
131	155	7
61	152	3
35	161	9
145	161	7
200	151	2
36	163	6
108	164	5
40	172	3
120	158	9
177	167	4
38	178	3
83	158	5
137	170	1
16	171	9
4	177	9
146	174	4
39	152	4
83	167	9
66	178	3
27	180	3
168	155	2
86	169	7
107	173	4
104	173	6
33	166	3
103	153	1
149	178	7
128	180	9
118	171	4
26	167	5
151	173	4
60	176	4
122	160	3
125	178	8
163	159	6
132	167	7
71	177	9
70	157	2
85	156	4
109	167	6
142	180	8
24	166	4
133	179	6
73	167	5
170	172	8
94	152	1
134	180	4
10	180	5
98	170	9
106	154	3
84	174	6
92	172	7
142	161	4
35	162	6
197	177	2
127	156	4
165	178	4
28	151	3
158	175	3
34	156	2
38	153	2
106	156	9
76	161	6
50	172	6
89	151	7
32	159	10
147	169	6
155	161	4
106	164	2
25	175	7
37	156	10
15	151	3
184	172	9
183	173	2
3	154	2
36	178	10
29	175	3
44	162	9
18	167	2
110	157	8
63	150	4
34	169	9
187	159	3
103	159	3
163	162	8
112	170	9
175	156	6
58	163	2
93	159	2
131	163	7
104	179	5
34	151	1
186	154	7
141	177	4
190	176	1
4	154	7
99	165	7
63	174	10
47	167	1
63	167	10
166	154	4
80	174	1
175	175	3
21	154	5
179	176	5
52	160	2
118	158	10
36	156	10
52	151	10
63	153	7
169	178	8
171	152	2
110	150	5
45	162	9
136	178	10
98	158	8
20	156	2
64	168	5
126	163	3
142	162	8
143	158	6
4	174	4
143	154	3
79	155	3
13	171	9
198	180	6
18	163	6
189	154	4
126	174	4
173	175	2
78	174	5
60	161	6
62	154	6
72	153	1
193	159	6
155	166	4
191	176	2
153	156	6
96	151	7
132	151	3
22	163	8
150	176	3
198	168	2
137	165	8
170	178	7
104	161	5
173	157	6
71	175	6
89	173	9
64	165	6
173	160	5
81	158	5
30	155	5
84	152	8
142	178	2
110	178	3
78	161	8
76	162	7
136	175	6
169	157	6
153	164	1
123	151	10
185	155	9
109	159	9
75	160	5
124	172	7
52	163	2
44	160	6
2	156	2
26	158	9
181	177	4
83	165	7
187	176	10
86	163	2
117	154	9
137	151	5
143	168	8
73	174	9
75	168	1
18	172	7
54	175	5
88	178	9
107	166	3
98	151	10
75	172	5
64	174	3
82	154	3
161	164	5
35	155	5
101	164	1
75	170	6
157	152	8
192	158	8
122	150	1
28	161	6
163	156	10
39	170	4
24	170	3
57	153	6
162	176	7
132	165	7
198	153	3
85	164	2
43	167	7
76	176	8
2	176	3
198	173	1
174	159	6
168	177	2
71	176	3
31	152	6
109	180	4
17	173	9
137	162	8
134	165	7
22	160	9
26	169	8
179	160	6
97	157	1
15	179	3
77	175	5
182	174	3
173	174	6
153	159	4
144	161	4
49	173	10
86	164	4
84	179	6
98	159	3
112	171	2
142	168	7
53	156	3
156	154	5
20	151	4
162	169	8
20	167	3
47	163	3
68	160	8
121	170	6
62	168	3
100	162	3
163	155	2
98	164	6
63	176	8
3	159	1
8	164	3
46	159	6
95	157	2
1	179	10
28	172	9
136	166	5
36	151	4
147	174	9
158	167	1
125	160	2
42	157	8
153	177	6
163	177	7
165	176	9
11	164	10
15	162	3
31	177	5
179	164	7
108	163	8
130	169	10
191	162	2
167	165	6
184	156	6
162	164	8
109	160	2
164	172	4
106	150	7
72	171	9
65	174	7
147	170	6
21	163	3
1	166	8
53	152	3
55	165	2
59	175	9
151	175	2
93	151	9
91	175	2
171	156	7
108	169	7
113	168	4
130	170	3
40	168	6
129	161	3
164	161	8
92	159	9
89	164	4
138	167	9
111	173	7
27	161	6
172	166	10
61	156	6
116	162	1
123	171	3
184	168	6
143	173	4
98	179	2
26	179	7
55	177	4
176	150	6
52	174	8
174	162	9
56	171	9
77	179	10
194	155	8
177	176	10
190	178	4
76	168	7
133	154	4
134	170	2
172	164	9
137	176	6
116	163	2
170	176	4
55	160	5
69	176	3
3	167	9
188	165	10
10	176	1
170	174	10
123	178	9
65	177	3
18	152	2
153	165	4
86	159	9
134	164	6
107	159	9
119	163	8
129	166	4
105	167	1
113	165	4
26	160	10
90	156	3
95	152	4
190	169	8
7	174	5
6	164	10
82	164	5
175	169	8
125	179	1
39	172	6
148	152	5
158	163	2
144	177	6
104	156	4
50	162	7
27	172	6
165	159	3
155	160	6
150	151	7
117	152	5
190	157	5
139	172	2
189	152	4
150	161	3
74	154	1
194	173	1
180	177	9
31	164	9
130	159	3
185	173	4
94	157	4
34	165	9
73	173	10
101	171	7
35	159	7
74	176	7
103	162	3
87	163	6
92	153	1
51	168	7
174	157	9
125	158	4
165	169	2
105	177	10
199	166	10
37	159	2
149	171	2
182	170	9
129	180	7
58	167	1
112	161	4
137	179	1
158	153	6
8	168	7
79	156	8
91	163	6
123	176	8
28	174	6
39	176	6
62	169	7
110	155	9
139	162	8
76	160	4
32	175	1
66	153	7
67	151	9
195	160	9
128	158	4
16	158	4
179	156	3
96	158	8
81	176	4
137	150	4
45	160	4
154	162	2
196	164	3
95	161	6
79	173	5
56	159	5
81	159	6
139	174	1
152	158	8
56	179	5
81	164	3
184	178	8
163	153	5
140	163	8
120	162	2
172	156	9
7	151	2
10	157	7
142	172	4
184	158	8
126	172	10
64	166	1
194	171	5
177	178	7
75	151	3
188	166	9
24	169	2
192	151	2
12	157	8
53	179	1
124	170	9
166	158	5
43	164	2
119	173	2
146	170	1
98	161	2
195	152	10
173	151	3
156	151	10
19	173	9
79	154	1
199	172	4
5	177	8
61	177	8
148	157	3
185	152	2
101	151	2
10	163	10
108	173	9
179	175	8
66	170	2
192	166	4
175	153	3
112	153	4
96	164	3
187	166	6
151	180	9
142	167	7
69	170	2
112	157	5
172	178	7
59	154	2
115	154	6
5	176	2
141	160	3
66	180	5
66	150	3
56	158	10
183	152	1
100	160	9
112	163	4
14	166	6
25	176	1
165	173	2
149	174	10
153	163	3
83	180	6
80	154	5
12	159	1
110	152	6
82	179	6
131	150	3
70	173	3
38	166	10
170	168	7
195	169	5
190	155	2
70	172	8
106	159	4
170	151	5
113	154	6
27	153	8
35	153	10
79	174	3
103	161	9
62	157	4
131	175	2
145	178	8
94	154	3
107	177	3
157	172	8
71	151	2
151	151	5
91	154	2
85	162	8
49	176	3
28	175	4
190	168	9
114	165	4
80	165	8
27	163	9
169	175	4
141	168	7
75	174	7
6	165	9
145	170	5
107	152	7
140	159	4
102	168	6
167	154	6
4	172	8
90	157	8
59	153	2
126	169	2
193	179	5
66	159	9
85	174	8
92	157	7
61	150	6
70	170	5
188	160	1
67	177	9
41	172	6
111	152	5
166	160	7
73	168	4
119	171	8
195	171	8
118	159	3
44	171	4
22	170	4
13	150	4
76	155	2
115	175	7
106	160	5
124	152	8
146	177	6
133	168	8
131	160	8
19	162	1
179	165	10
67	156	5
183	170	9
174	179	6
154	152	8
85	168	6
187	153	6
159	156	10
106	167	10
109	170	1
135	156	2
50	154	6
155	154	7
52	166	5
43	180	7
68	171	3
20	179	2
112	155	2
118	175	4
116	159	6
134	168	8
95	163	6
52	153	6
43	178	9
55	151	8
191	177	1
29	167	6
122	180	4
163	175	8
35	151	6
100	161	5
165	156	7
200	176	3
147	161	3
76	153	8
185	176	7
149	153	2
143	163	1
137	172	5
137	180	9
101	180	9
42	174	7
147	178	5
186	160	8
191	154	8
97	172	4
73	156	4
102	159	2
126	179	4
67	167	5
194	162	9
17	162	8
195	157	4
188	152	9
118	177	4
183	155	2
192	160	4
187	172	9
13	178	9
67	160	7
95	154	7
15	153	7
69	158	7
84	171	9
159	163	6
40	161	3
105	155	6
187	163	10
138	155	2
6	177	8
102	167	6
187	174	1
47	154	5
119	158	5
48	176	5
6	150	10
37	177	5
195	162	2
44	175	9
66	158	3
166	163	3
102	163	10
23	161	7
150	159	9
65	176	4
190	170	8
158	171	5
12	163	1
124	176	3
127	151	7
2	157	3
28	154	7
136	158	4
76	178	8
28	166	8
6	159	5
78	171	1
156	160	10
80	178	6
134	153	6
115	158	7
26	153	5
69	169	9
28	150	10
111	151	3
179	158	5
136	162	10
122	169	4
85	155	3
31	173	9
145	154	2
73	165	3
166	179	5
82	169	6
184	166	9
38	179	2
84	176	1
120	168	7
69	168	9
183	169	9
11	170	3
96	160	2
8	157	7
97	159	5
149	172	8
152	165	2
48	165	9
9	159	4
159	168	3
67	179	9
28	180	2
72	159	4
8	156	8
186	172	6
40	170	3
68	162	7
83	163	2
44	174	2
95	176	5
131	178	2
28	164	8
53	155	2
87	175	3
90	162	4
45	152	2
119	155	1
157	167	3
199	176	4
181	166	9
25	172	7
133	159	4
35	168	6
175	151	7
107	161	7
179	166	4
5	168	4
111	163	2
102	150	8
99	153	7
49	160	8
26	152	10
147	166	4
119	161	8
72	158	1
135	150	4
135	168	5
150	177	4
27	174	8
23	177	8
8	161	3
165	151	3
60	156	4
23	172	2
45	172	7
41	177	5
99	174	8
70	180	6
145	173	8
156	170	10
49	177	6
177	172	8
26	170	7
148	176	8
197	162	9
81	170	3
99	176	10
47	177	2
131	166	5
139	165	10
37	175	10
51	174	4
192	174	3
139	154	3
110	171	2
164	159	8
39	166	5
10	150	6
13	167	9
75	156	9
182	165	3
177	154	8
42	152	6
103	158	5
182	175	2
115	173	6
77	168	7
128	169	9
3	161	8
11	159	7
123	160	6
61	173	2
183	179	3
149	160	6
109	178	2
16	161	9
157	175	4
15	169	2
184	177	6
117	163	5
126	171	3
173	158	5
33	165	9
108	158	3
193	172	6
169	174	4
154	160	8
200	174	4
163	165	7
77	174	2
117	151	5
169	176	6
108	152	1
108	178	6
188	153	8
22	165	2
89	166	4
152	150	5
16	151	1
151	154	2
188	151	7
183	162	8
181	172	8
48	173	3
88	152	8
21	150	9
135	176	1
157	153	3
56	151	4
91	158	5
200	159	9
135	180	4
97	175	5
98	167	4
192	156	3
129	163	2
137	158	9
148	163	7
73	163	9
100	179	4
115	171	5
87	161	6
131	159	2
10	168	8
142	171	2
92	179	6
175	167	1
1	162	3
198	155	4
154	179	4
12	167	6
9	156	5
142	159	10
154	171	7
139	169	5
196	170	9
83	173	9
22	152	8
100	168	4
48	157	3
56	169	8
17	172	2
96	166	3
181	161	2
102	155	7
134	155	10
96	155	3
109	166	2
180	166	5
77	162	5
132	171	9
74	152	5
148	167	2
178	152	7
168	168	9
186	174	7
182	173	5
114	157	2
176	173	8
143	162	2
188	176	10
39	173	9
67	158	2
52	180	5
120	161	6
111	179	7
55	153	3
68	153	2
52	171	6
111	156	4
165	174	2
171	170	9
133	165	4
186	177	8
195	151	6
98	172	4
199	170	6
39	158	7
143	151	2
157	166	4
73	177	5
55	156	4
98	157	4
16	163	2
116	161	10
65	156	6
72	155	7
25	157	6
86	158	7
5	163	2
68	173	9
6	167	3
155	152	2
104	169	1
152	164	8
54	156	9
134	175	10
58	161	3
105	163	6
128	165	3
144	166	8
108	154	6
88	171	6
146	153	8
83	170	9
7	160	9
25	166	8
27	175	8
151	155	5
95	165	3
98	153	1
128	172	3
184	170	1
48	153	10
17	151	1
143	152	2
184	180	8
191	168	2
69	159	9
23	165	4
99	175	5
97	158	7
149	176	9
52	169	8
113	167	2
158	173	2
19	179	1
136	177	4
138	168	4
82	171	9
187	157	8
76	167	7
87	173	4
85	179	5
89	161	4
46	162	7
71	167	2
166	171	5
186	179	8
152	154	2
161	177	4
127	153	4
170	171	4
96	172	9
94	161	7
95	168	8
112	173	1
170	160	5
182	161	2
124	180	6
113	151	6
68	172	9
33	150	5
152	161	2
173	173	8
195	177	9
107	154	4
35	164	6
193	155	2
131	151	7
135	172	9
55	179	9
18	164	6
54	176	9
199	171	3
179	154	7
34	173	1
195	156	8
105	159	9
87	167	5
142	165	5
1	170	5
171	168	2
127	154	3
178	151	7
29	179	5
52	155	3
14	152	3
9	161	10
62	178	9
9	160	8
83	154	5
124	162	10
162	161	7
189	157	5
31	170	6
20	153	4
135	160	5
73	155	3
60	173	7
52	168	2
145	162	6
56	170	5
182	178	3
39	156	10
58	172	7
37	161	10
134	177	6
81	167	4
144	176	7
66	152	6
84	155	8
81	173	3
173	156	2
92	154	3
110	156	10
49	167	6
52	152	6
47	173	2
68	151	8
79	165	3
123	173	7
75	176	8
61	179	9
124	169	3
10	152	9
82	172	3
62	161	3
20	175	5
129	152	4
27	166	9
75	173	7
43	153	8
87	174	9
65	179	9
153	178	8
102	165	8
146	151	3
122	152	5
37	176	8
20	154	3
142	152	6
176	162	9
183	176	5
80	162	8
70	164	4
11	162	9
159	173	1
4	159	4
176	157	5
190	173	6
72	167	1
183	167	7
114	159	6
14	158	1
160	175	6
95	158	5
81	151	6
193	167	2
192	170	8
100	172	9
50	163	6
87	157	3
135	161	3
39	153	7
90	177	4
7	164	7
161	168	9
144	150	4
22	166	4
23	164	7
104	162	7
17	177	7
191	160	9
199	177	2
98	160	9
110	177	9
79	175	2
126	153	7
153	169	6
11	152	3
147	162	9
140	152	9
88	151	1
165	166	8
36	179	5
48	175	3
68	164	8
54	163	4
103	164	9
62	158	3
57	163	2
128	153	4
194	179	7
89	152	8
81	156	5
132	170	10
26	166	5
10	169	7
10	156	9
140	178	6
89	162	2
85	177	2
60	168	2
152	174	7
113	172	6
69	178	4
119	170	2
135	151	7
14	170	7
100	164	10
30	174	10
121	162	10
150	166	2
167	180	2
70	171	2
188	163	6
137	156	8
41	164	3
182	171	4
1	180	5
46	168	5
195	154	6
106	153	1
156	163	10
67	154	10
12	150	8
55	163	3
122	162	7
154	177	10
73	169	2
142	160	2
11	167	2
159	154	9
29	152	1
82	166	8
43	152	10
97	161	7
108	167	2
164	157	7
95	167	4
54	161	2
66	175	5
124	153	3
16	172	8
148	150	6
107	178	4
33	168	7
64	179	8
123	168	9
197	174	6
26	164	9
73	178	7
64	177	10
68	161	2
131	164	5
21	176	10
105	156	2
163	178	8
64	152	1
137	160	7
24	177	6
162	163	2
180	175	3
174	153	6
108	150	6
135	152	9
40	158	4
14	162	1
93	158	2
120	150	4
72	172	2
147	158	2
149	156	4
29	154	10
38	154	5
92	164	9
178	162	4
128	175	1
5	159	10
96	173	2
109	179	1
189	164	9
105	174	3
68	176	10
67	166	6
36	158	9
107	157	5
96	159	3
114	154	6
71	174	6
148	159	6
165	160	5
155	163	7
106	152	6
123	167	9
45	159	9
193	166	3
194	156	6
145	151	7
115	164	7
92	174	6
194	158	2
127	157	5
141	163	8
91	152	7
145	150	9
31	174	5
34	177	8
79	157	5
112	176	8
107	171	10
171	161	4
179	168	7
107	164	10
127	179	8
76	177	2
135	157	9
10	162	4
98	162	2
28	160	8
158	151	9
8	178	4
14	160	8
37	179	3
53	159	6
111	160	9
19	158	7
188	162	9
184	164	2
23	151	5
88	179	3
180	160	6
32	166	2
19	168	8
5	179	7
178	155	9
93	163	3
65	166	7
80	161	5
36	175	3
162	179	3
60	179	10
54	150	9
167	159	6
111	157	6
144	162	2
198	166	4
185	172	1
168	166	5
97	165	4
172	172	10
178	170	9
112	156	10
169	161	7
38	175	8
129	160	7
150	172	9
113	176	7
67	159	4
114	161	1
147	173	5
199	167	2
92	152	2
7	173	2
101	167	7
133	152	1
167	156	9
101	160	5
95	170	5
75	155	8
104	164	9
39	159	9
127	155	7
113	162	1
2	175	1
137	178	3
138	152	7
33	163	10
100	151	9
88	173	4
42	153	3
67	173	5
143	160	2
87	169	6
157	156	7
127	172	6
107	176	1
163	166	7
73	164	3
185	174	3
101	156	6
86	168	10
144	170	7
43	155	3
39	161	3
174	175	6
100	177	2
174	160	6
68	163	2
14	153	1
29	158	7
192	178	2
191	161	7
68	154	9
155	153	5
160	167	7
169	160	8
141	159	2
119	179	10
174	155	3
115	178	3
136	153	4
138	160	7
31	154	2
195	150	5
141	152	8
78	178	7
53	153	2
18	171	8
32	173	4
12	176	1
160	158	9
129	151	1
186	161	8
130	177	5
28	177	2
107	156	1
181	176	2
19	157	2
116	158	6
178	161	10
176	151	4
163	154	6
36	174	7
31	168	10
56	168	2
176	176	6
83	161	5
141	179	4
41	171	4
147	150	6
2	164	4
77	163	10
102	164	6
154	161	8
114	167	9
89	169	4
83	171	4
66	155	5
139	155	10
86	171	8
88	165	3
5	172	5
163	152	10
100	157	4
72	162	4
49	170	9
115	162	6
120	177	7
195	163	1
56	180	5
6	163	1
185	171	4
175	158	10
154	165	8
13	156	2
130	151	2
82	170	9
37	153	2
131	158	7
84	180	8
14	171	8
73	166	9
31	155	2
94	159	9
48	168	8
37	174	1
145	158	10
181	157	3
2	167	6
2	173	10
43	158	3
180	164	7
3	164	2
140	169	1
92	165	3
43	163	1
84	157	6
89	150	7
32	171	5
107	165	5
97	151	9
34	154	2
87	156	1
47	165	5
34	179	6
149	162	10
55	170	9
116	177	6
74	178	9
19	169	2
169	179	9
102	169	10
39	168	8
130	155	7
172	175	7
45	171	7
125	151	7
33	158	2
35	157	3
53	170	9
129	155	4
53	160	3
47	162	3
105	162	8
14	173	9
152	169	3
32	164	3
58	162	10
137	166	9
126	178	10
15	176	7
165	164	8
146	164	3
1	164	4
168	167	6
123	161	4
137	168	2
11	153	7
31	160	5
2	179	9
18	165	3
146	152	6
132	164	6
55	173	9
118	156	1
63	175	4
33	159	8
74	164	3
179	172	3
43	169	5
187	171	9
10	175	6
45	176	2
177	162	3
167	169	2
97	166	1
65	162	10
11	161	3
26	168	5
80	164	7
172	151	2
199	169	3
5	175	2
124	160	6
2	169	8
83	172	4
65	155	2
103	167	5
96	156	9
128	174	3
89	175	9
184	179	2
87	158	1
122	177	3
162	162	9
177	156	3
158	157	8
160	179	6
149	159	9
48	150	10
192	177	6
64	163	7
153	166	6
51	158	4
189	173	4
161	156	6
59	163	4
92	176	6
73	152	8
162	158	8
82	150	1
84	168	6
95	178	5
189	176	3
192	157	6
19	175	6
70	154	9
194	176	6
41	159	3
24	160	5
50	153	6
108	168	1
144	160	9
114	171	10
133	167	7
16	177	2
75	162	5
72	156	8
126	151	4
89	163	9
159	176	4
184	163	3
69	164	9
82	175	9
25	154	8
49	163	2
92	175	3
139	152	9
107	153	7
73	170	4
18	151	10
62	165	9
37	171	6
174	178	4
182	157	7
130	160	7
92	167	3
128	178	4
86	155	3
15	175	1
41	162	5
6	179	1
188	167	9
192	172	2
64	155	6
69	179	6
36	160	4
30	153	10
36	180	7
130	166	8
160	151	1
164	169	3
103	154	8
93	150	9
120	153	4
45	165	7
133	173	5
166	174	5
42	178	5
159	157	9
100	159	8
163	174	3
60	151	9
29	173	7
181	170	1
65	169	10
51	151	9
95	166	3
194	154	4
121	178	10
1	156	5
55	161	3
129	158	9
27	155	10
74	177	8
124	165	3
21	168	9
170	161	8
67	178	3
149	173	3
19	151	5
2	155	6
172	159	5
4	155	9
197	154	6
186	173	8
70	177	8
45	178	8
76	171	9
81	179	1
101	157	9
66	154	2
140	165	2
153	160	3
164	176	10
84	151	10
187	175	7
117	157	2
90	160	7
42	164	1
103	166	8
121	158	6
52	173	6
5	162	9
44	151	10
113	152	2
158	179	4
14	172	3
12	162	10
63	173	9
51	172	8
196	173	6
118	173	7
29	165	7
103	160	4
135	171	1
146	173	3
101	153	4
86	173	3
77	169	9
138	163	3
173	171	8
29	157	3
18	159	10
145	179	2
181	164	7
60	175	2
84	165	4
166	152	5
164	171	5
108	171	5
120	155	7
141	172	7
158	178	6
156	171	6
29	166	9
108	155	7
189	162	9
101	162	2
117	178	3
191	172	6
26	159	3
12	171	2
133	151	9
50	179	3
108	153	3
37	157	8
65	163	10
85	151	6
107	174	7
144	154	6
178	164	8
106	168	3
61	151	6
6	154	4
145	164	2
24	168	1
61	175	8
148	166	4
199	175	1
10	172	3
106	178	5
138	158	3
187	162	5
36	164	6
43	165	3
115	166	2
174	166	3
137	157	6
157	179	6
186	162	10
17	165	3
123	163	9
79	169	10
132	160	2
183	180	2
38	176	2
162	153	4
144	152	5
19	164	6
182	162	5
200	170	6
93	153	9
9	175	9
63	157	3
135	159	8
124	159	6
198	174	4
6	170	9
128	177	2
176	169	3
69	150	1
190	159	6
66	156	9
170	164	8
93	155	2
158	177	10
111	175	4
144	167	6
159	177	9
96	171	6
107	160	8
9	164	3
43	154	3
145	171	6
64	159	7
181	171	2
43	168	4
60	159	10
171	179	7
179	153	7
161	174	3
64	157	9
8	177	8
160	156	6
185	163	6
125	157	7
56	173	2
70	160	10
143	164	2
87	150	10
3	176	6
188	158	7
100	180	2
36	153	8
116	150	3
69	177	10
30	171	10
27	179	7
94	173	8
103	171	2
94	169	6
67	168	6
130	178	9
110	175	7
3	173	7
18	177	9
70	162	1
97	162	7
191	153	9
163	163	3
41	175	6
192	159	8
11	154	3
123	158	7
70	169	1
83	176	8
10	174	6
27	178	8
93	168	5
3	169	9
138	166	5
160	164	9
130	164	2
152	156	4
70	151	6
2	170	5
146	161	4
33	157	1
95	177	7
63	164	4
194	152	2
32	154	3
161	151	8
165	150	6
164	178	5
59	157	3
57	172	7
123	157	9
9	177	3
33	179	9
59	156	8
47	176	1
166	172	6
9	176	5
74	158	3
50	159	4
152	170	9
81	168	5
145	172	8
119	174	2
161	158	1
50	161	4
156	172	9
186	180	2
145	163	3
173	154	4
83	164	2
76	164	8
71	178	10
175	157	3
49	159	1
88	161	7
87	171	5
8	171	9
189	151	7
117	153	10
36	173	5
80	179	3
138	159	10
81	175	7
30	175	4
173	168	9
184	167	8
38	174	2
8	159	8
123	166	6
187	152	5
39	180	2
3	177	2
65	178	6
44	156	3
73	153	7
24	150	6
94	164	10
155	159	3
124	161	9
197	151	5
138	156	4
200	165	4
133	157	3
15	177	6
173	177	3
156	178	7
181	154	8
70	175	8
102	180	8
71	159	4
147	167	4
118	168	10
65	160	6
32	158	6
113	153	8
25	173	8
95	151	4
182	177	5
